exon_group	group	VAF
middle	fs_indel_expressed	0.453968254
first	fs_indel_expressed	0.294117647
middle	fs_indel_expressed	0.280701754
middle	fs_indel_expressed	1
penultimate_50bp_plus	fs_indel_expressed	0.484848485
middle	fs_indel_expressed	0.10546875
middle	fs_indel_expressed	0.055732484
penultimate_within_50bp	fs_indel_expressed	0.069767442
middle	fs_indel_expressed	0.216666667
middle	fs_indel_expressed	0.125
middle	fs_indel_expressed	0.066666667
middle	fs_indel_expressed	0.772727273
middle	fs_indel_expressed	0.068027211
first	fs_indel_expressed	0.461538462
middle	fs_indel_expressed	0.260273973
middle	fs_indel_expressed	0.14
middle	fs_indel_expressed	0.289473684
middle	fs_indel_expressed	0.172576832
middle	fs_indel_expressed	0.38121547
middle	fs_indel_expressed	0.192307692
middle	fs_indel_expressed	0.225806452
middle	fs_indel_expressed	0.431578947
middle	fs_indel_expressed	0.208333333
middle	fs_indel_expressed	0.370689655
last	fs_indel_expressed	0.307692308
middle	fs_indel_expressed	0.154929577
last	fs_indel_expressed	0.170542636
middle	fs_indel_expressed	0.21875
middle	fs_indel_expressed	0.128342246
middle	fs_indel_expressed	0.21875
last	fs_indel_expressed	0.433333333
middle	fs_indel_expressed	0.14893617
last	fs_indel_expressed	0.301980198
middle	fs_indel_expressed	0.386106624
last	fs_indel_expressed	0.270833333
middle	fs_indel_expressed	0.084337349
middle	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.101449275
middle	fs_indel_expressed	0.732009926
last	fs_indel_expressed	0.119047619
middle	fs_indel_expressed	0.142857143
first	fs_indel_expressed	0.714285714
last	fs_indel_expressed	0.245283019
middle	fs_indel_expressed	0.214285714
middle	fs_indel_expressed	0.117647059
last	fs_indel_expressed	0.103448276
last	fs_indel_expressed	0.171428571
last	fs_indel_expressed	0.276330275
middle	fs_indel_expressed	0.086580087
middle	fs_indel_expressed	0.365203762
middle	fs_indel_expressed	0.772151899
middle	fs_indel_expressed	0.072727273
middle	fs_indel_expressed	0.228571429
middle	fs_indel_expressed	0.159090909
middle	fs_indel_expressed	0.195121951
penultimate_50bp_plus	fs_indel_expressed	0.153284672
penultimate_50bp_plus	fs_indel_expressed	0.75862069
middle	fs_indel_expressed	0.286956522
middle	fs_indel_expressed	0.28358209
middle	fs_indel_expressed	0.307692308
first	fs_indel_expressed	0.198979592
middle	fs_indel_expressed	0.0859375
middle	fs_indel_expressed	0.110091743
middle	fs_indel_expressed	0.154929577
middle	fs_indel_expressed	0.058823529
last	fs_indel_expressed	0.335483871
last	fs_indel_expressed	0.32
last	fs_indel_expressed	0.191780822
middle	fs_indel_expressed	0.2
middle	fs_indel_expressed	0.23255814
last	fs_indel_expressed	0.262295082
last	fs_indel_expressed	0.4
middle	fs_indel_expressed	0.488888889
middle	fs_indel_expressed	0.17
middle	fs_indel_expressed	0.355072464
middle	fs_indel_expressed	0.115768463
last	fs_indel_expressed	0.408759124
middle	fs_indel_expressed	0.135714286
middle	fs_indel_expressed	0.158730159
penultimate_50bp_plus	fs_indel_expressed	0.35
penultimate_within_50bp	fs_indel_expressed	0.282894737
middle	fs_indel_expressed	0.12704918
last	fs_indel_expressed	0.326923077
last	fs_indel_expressed	0.444444444
last	fs_indel_expressed	0.387755102
last	fs_indel_expressed	0.361111111
penultimate_within_50bp	fs_indel_expressed	0.402298851
middle	fs_indel_expressed	0.527918782
middle	fs_indel_expressed	0.129353234
last	fs_indel_expressed	0.186708861
last	fs_indel_expressed	0.378378378
penultimate_within_50bp	fs_indel_expressed	0.235294118
penultimate_50bp_plus	fs_indel_expressed	0.218095238
penultimate_within_50bp	fs_indel_expressed	0.394117647
middle	fs_indel_expressed	0.171875
middle	fs_indel_expressed	0.258064516
penultimate_within_50bp	fs_indel_expressed	0.310344828
middle	fs_indel_expressed	0.226804124
middle	fs_indel_expressed	0.424657534
middle	fs_indel_expressed	0.229166667
middle	fs_indel_expressed	0.082802548
middle	fs_indel_expressed	0.234375
last	fs_indel_expressed	0.390877193
last	fs_indel_expressed	0.346153846
last	fs_indel_expressed	0.164179104
last	fs_indel_expressed	0.753246753
penultimate_50bp_plus	fs_indel_expressed	0.360655738
last	fs_indel_expressed	0.428571429
last	fs_indel_expressed	0.296296296
middle	fs_indel_expressed	0.136842105
last	fs_indel_expressed	0.333333333
last	fs_indel_expressed	0.206896552
last	fs_indel_expressed	0.402439024
middle	fs_indel_expressed	0.192307692
penultimate_within_50bp	fs_indel_expressed	0.219178082
middle	fs_indel_expressed	0.361111111
middle	fs_indel_expressed	0.225
middle	fs_indel_expressed	0.158536585
middle	fs_indel_expressed	0.098360656
middle	fs_indel_expressed	0.116883117
middle	fs_indel_expressed	0.13050571
last	fs_indel_expressed	0.363636364
last	fs_indel_expressed	0.476190476
last	fs_indel_expressed	0.55
last	fs_indel_expressed	0.8
last	fs_indel_expressed	0.653846154
middle	fs_indel_expressed	0.092879257
last	fs_indel_expressed	0.407407407
last	fs_indel_expressed	0.383116883
middle	fs_indel_expressed	0.126696833
middle	fs_indel_expressed	0.072796935
last	fs_indel_expressed	0.156441718
last	fs_indel_expressed	0.428125
middle	fs_indel_expressed	0.183098592
last	fs_indel_expressed	0.109321059
last	fs_indel_expressed	0.45
middle	fs_indel_expressed	0.30952381
middle	fs_indel_expressed	0.2
middle	fs_indel_expressed	0.070539419
middle	fs_indel_expressed	0.119760479
middle	fs_indel_expressed	0.365740741
middle	fs_indel_expressed	0.258503401
middle	fs_indel_expressed	0.345454545
middle	fs_indel_expressed	0.083870968
last	fs_indel_expressed	0.421052632
last	fs_indel_expressed	0.388888889
last	fs_indel_expressed	0.5
last	fs_indel_expressed	0.2
last	fs_indel_expressed	0.708108108
last	fs_indel_expressed	0.471910112
middle	fs_indel_expressed	0.085714286
last	fs_indel_expressed	0.22971549
last	fs_indel_expressed	0.187969925
middle	fs_indel_expressed	0.214723926
last	fs_indel_expressed	0.104477612
last	fs_indel_expressed	0.283018868
last	fs_indel_expressed	0.707865169
last	fs_indel_expressed	0.405063291
middle	fs_indel_expressed	0.227272727
last	fs_indel_expressed	0.308823529
middle	fs_indel_expressed	0.314285714
middle	fs_indel_expressed	0.301886792
middle	fs_indel_expressed	0.518518519
last	fs_indel_expressed	0.401129944
penultimate_within_50bp	fs_indel_expressed	0.307692308
penultimate_50bp_plus	fs_indel_expressed	0.445714286
last	fs_indel_expressed	0.26459144
middle	fs_indel_expressed	0.066066066
middle	fs_indel_expressed	0.4
penultimate_50bp_plus	fs_indel_expressed	0.180487805
middle	fs_indel_expressed	0.111111111
middle	fs_indel_expressed	0.31092437
middle	fs_indel_expressed	0.156862745
middle	fs_indel_expressed	0.21978022
middle	fs_indel_expressed	0.176470588
middle	fs_indel_expressed	0.216666667
middle	fs_indel_expressed	0.184210526
last	fs_indel_expressed	0.289215686
last	fs_indel_expressed	0.257142857
last	fs_indel_expressed	0.557142857
middle	fs_indel_expressed	0.666666667
last	fs_indel_expressed	0.136363636
middle	fs_indel_expressed	0.193877551
penultimate_within_50bp	fs_indel_expressed	0.198924731
penultimate_within_50bp	fs_indel_expressed	0.444444444
middle	fs_indel_expressed	0.111111111
last	fs_indel_expressed	0.371428571
middle	fs_indel_expressed	0.080924855
last	fs_indel_expressed	0.75
penultimate_within_50bp	fs_indel_expressed	0.092307692
last	fs_indel_expressed	0.402985075
last	fs_indel_expressed	0.315789474
last	fs_indel_expressed	0.6
last	fs_indel_expressed	0.078947368
last	fs_indel_expressed	0.3
last	fs_indel_expressed	0.12716763
last	fs_indel_expressed	0.35
middle	fs_indel_expressed	0.084615385
last	fs_indel_expressed	0.74137931
first	fs_indel_expressed	0.299771167
middle	fs_indel_expressed	0.136363636
middle	fs_indel_expressed	0.0625
middle	fs_indel_expressed	0.222222222
last	fs_indel_expressed	0.233333333
penultimate_within_50bp	fs_indel_expressed	0.224137931
penultimate_within_50bp	fs_indel_expressed	0.381818182
penultimate_within_50bp	fs_indel_expressed	0.523489933
last	fs_indel_expressed	0.338427948
last	fs_indel_expressed	0.216969697
last	fs_indel_expressed	0.295754026
penultimate_within_50bp	fs_indel_expressed	0.274509804
middle	fs_indel_expressed	0.121212121
middle	fs_indel_expressed	0.388888889
last	fs_indel_expressed	0.315789474
last	fs_indel_expressed	0.300699301
middle	fs_indel_expressed	0.318965517
last	fs_indel_expressed	0.177419355
penultimate_within_50bp	fs_indel_expressed	0.132075472
penultimate_50bp_plus	fs_indel_expressed	0.428571429
last	fs_indel_expressed	0.28
middle	fs_indel_expressed	0.295081967
middle	fs_indel_expressed	0.0625
penultimate_within_50bp	fs_indel_expressed	0.275
last	fs_indel_expressed	0.176923077
last	fs_indel_expressed	0.172413793
last	fs_indel_expressed	0.520661157
last	fs_indel_expressed	0.125
middle	fs_indel_expressed	0.069387755
middle	fs_indel_expressed	0.206896552
penultimate_within_50bp	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.28125
last	fs_indel_expressed	0.451219512
middle	fs_indel_expressed	0.096096096
middle	fs_indel_expressed	0.219931271
last	fs_indel_expressed	0.195238095
middle	fs_indel_expressed	0.357142857
last	fs_indel_expressed	0.258823529
last	fs_indel_expressed	0.051282051
last	fs_indel_expressed	0.213058419
last	fs_indel_expressed	0.50729927
last	fs_indel_expressed	0.297196262
last	fs_indel_expressed	0.319148936
last	fs_indel_expressed	0.307692308
last	fs_indel_expressed	0.4375
last	fs_indel_expressed	0.311688312
last	fs_indel_expressed	0.285714286
last	fs_indel_expressed	0.260273973
penultimate_50bp_plus	fs_indel_expressed	0.098591549
penultimate_within_50bp	fs_indel_expressed	0.378947368
last	fs_indel_expressed	0.203065134
middle	fs_indel_expressed	0.050632911
middle	fs_indel_expressed	0.256097561
middle	fs_indel_expressed	0.228971963
penultimate_within_50bp	fs_indel_expressed	0.242424242
middle	fs_indel_expressed	0.367149758
middle	fs_indel_expressed	0.218487395
middle	fs_indel_expressed	0.118644068
middle	fs_indel_expressed	0.055045872
middle	fs_indel_expressed	0.097560976
last	fs_indel_expressed	0.422222222
middle	fs_indel_expressed	0.225
middle	fs_indel_expressed	0.177777778
middle	fs_indel_expressed	0.075067024
middle	fs_indel_expressed	0.063063063
middle	fs_indel_expressed	0.085365854
last	fs_indel_expressed	0.278735632
middle	fs_indel_expressed	0.125
middle	fs_indel_expressed	0.117647059
middle	fs_indel_expressed	0.546511628
middle	fs_indel_expressed	0.392857143
middle	fs_indel_expressed	0.105263158
middle	fs_indel_expressed	0.346938776
middle	fs_indel_expressed	0.221686747
middle	fs_indel_expressed	0.979591837
last	fs_indel_expressed	0.157894737
last	fs_indel_expressed	0.277777778
last	fs_indel_expressed	0.294117647
penultimate_50bp_plus	fs_indel_expressed	0.763748904
middle	fs_indel_expressed	1
last	fs_indel_expressed	0.262068966
middle	fs_indel_expressed	0.783505155
middle	fs_indel_expressed	0.116564417
penultimate_within_50bp	fs_indel_expressed	0.056338028
last	fs_indel_expressed	0.666666667
middle	fs_indel_expressed	0.08045977
penultimate_50bp_plus	fs_indel_expressed	0.067226891
middle	fs_indel_expressed	0.147540984
middle	fs_indel_expressed	0.254545455
middle	fs_indel_expressed	0.065217391
last	fs_indel_expressed	0.405405405
last	fs_indel_expressed	0.307692308
last	fs_indel_expressed	0.186046512
middle	fs_indel_expressed	0.2109375
last	fs_indel_expressed	0.382575758
middle	fs_indel_expressed	0.75
last	fs_indel_expressed	0.285714286
middle	fs_indel_expressed	0.315789474
last	fs_indel_expressed	0.346153846
middle	fs_indel_expressed	0.727272727
middle	fs_indel_expressed	0.061403509
middle	fs_indel_expressed	0.391304348
penultimate_50bp_plus	fs_indel_expressed	0.105263158
middle	fs_indel_expressed	0.260869565
middle	fs_indel_expressed	0.059602649
middle	fs_indel_expressed	0.090614887
last	fs_indel_expressed	0.415384615
middle	fs_indel_expressed	0.152173913
middle	fs_indel_expressed	0.07804878
penultimate_within_50bp	fs_indel_expressed	0.387096774
middle	fs_indel_expressed	0.109195402
penultimate_50bp_plus	fs_indel_expressed	0.06122449
middle	fs_indel_expressed	0.247474747
middle	fs_indel_expressed	0.05
middle	fs_indel_expressed	0.388888889
middle	fs_indel_expressed	0.230769231
middle	fs_indel_expressed	0.102040816
middle	fs_indel_expressed	0.098591549
penultimate_within_50bp	fs_indel_expressed	0.21641791
middle	fs_indel_expressed	0.163333333
last	fs_indel_expressed	0.324324324
middle	fs_indel_expressed	0.121495327
last	fs_indel_expressed	0.618772942
penultimate_within_50bp	fs_indel_expressed	0.385245902
middle	fs_indel_expressed	0.048543689
penultimate_within_50bp	fs_indel_expressed	0.260869565
penultimate_within_50bp	fs_indel_expressed	0.526315789
last	fs_indel_expressed	0.145776567
middle	fs_indel_expressed	0.163934426
middle	fs_indel_expressed	0.267326733
last	fs_indel_expressed	0.239520958
middle	fs_indel_expressed	0.473684211
middle	fs_indel_expressed	0.188235294
middle	fs_indel_expressed	0.085714286
penultimate_within_50bp	fs_indel_expressed	0.490859754
middle	fs_indel_expressed	0.117256637
penultimate_within_50bp	fs_indel_expressed	0.469843634
middle	fs_indel_expressed	0.2
penultimate_within_50bp	fs_indel_expressed	0.048854962
penultimate_within_50bp	fs_indel_expressed	0.292134831
last	fs_indel_expressed	0.249153976
middle	fs_indel_expressed	0.583333333
middle	fs_indel_expressed	0.159090909
middle	fs_indel_expressed	0.15
middle	fs_indel_expressed	0.275362319
middle	fs_indel_expressed	0.098901099
last	fs_indel_expressed	0.904761905
last	fs_indel_expressed	0.431279621
last	fs_indel_expressed	0.545454545
middle	fs_indel_expressed	0.238095238
middle	fs_indel_expressed	0.080409357
middle	fs_indel_expressed	0.171875
middle	fs_indel_expressed	0.072796935
middle	fs_indel_expressed	0.087179487
middle	fs_indel_expressed	0.051612903
middle	fs_indel_expressed	0.343283582
middle	fs_indel_expressed	0.389830508
middle	fs_indel_expressed	0.180327869
penultimate_within_50bp	fs_indel_expressed	0.382445141
middle	fs_indel_expressed	0.156862745
penultimate_within_50bp	fs_indel_expressed	0.455445545
last	fs_indel_expressed	0.291666667
penultimate_within_50bp	fs_indel_expressed	0.301724138
middle	fs_indel_expressed	0.340136054
last	fs_indel_expressed	0.387559809
last	fs_indel_expressed	0.3
middle	fs_indel_expressed	0.100795756
middle	fs_indel_expressed	0.064220183
middle	fs_indel_expressed	0.052631579
middle	fs_indel_expressed	0.191176471
first	fs_indel_expressed	0.192982456
penultimate_within_50bp	fs_indel_expressed	0.483516484
middle	fs_indel_expressed	0.162162162
middle	fs_indel_expressed	0.163636364
middle	fs_indel_expressed	0.170731707
last	fs_indel_expressed	0.163265306
middle	fs_indel_expressed	0.355555556
middle	fs_indel_expressed	0.072580645
penultimate_within_50bp	fs_indel_expressed	0.368421053
middle	fs_indel_expressed	0.366666667
middle	fs_indel_expressed	0.062893082
middle	fs_indel_expressed	0.090909091
penultimate_within_50bp	fs_indel_expressed	0.376623377
middle	fs_indel_expressed	0.092391304
middle	fs_indel_expressed	0.137254902
penultimate_within_50bp	fs_indel_expressed	0.149321267
last	fs_indel_expressed	0.86443662
last	fs_indel_expressed	0.077793494
middle	fs_indel_expressed	0.09375
middle	fs_indel_expressed	0.090909091
penultimate_within_50bp	fs_indel_expressed	0.518518519
middle	fs_indel_expressed	0.735849057
middle	fs_indel_expressed	0.100840336
last	fs_indel_expressed	0.371037464
middle	fs_indel_expressed	0.192307692
middle	fs_indel_expressed	0.129411765
middle	fs_indel_expressed	0.26984127
last	fs_indel_expressed	0.333333333
penultimate_50bp_plus	fs_indel_expressed	0.225806452
last	fs_indel_expressed	0.311111111
first	fs_indel_expressed	0.079545455
last	fs_indel_expressed	0.147540984
last	fs_indel_expressed	0.8
middle	fs_indel_expressed	0.424242424
middle	fs_indel_expressed	0.134615385
last	fs_indel_expressed	0.111111111
middle	fs_indel_expressed	0.428571429
last	fs_indel_expressed	0.396226415
last	fs_indel_expressed	0.288888889
middle	fs_indel_expressed	0.409090909
middle	fs_indel_expressed	0.116883117
middle	fs_indel_expressed	0.084210526
middle	fs_indel_expressed	0.076294278
middle	fs_indel_expressed	0.4375
last	fs_indel_expressed	0.20754717
last	fs_indel_expressed	0.298969072
last	fs_indel_expressed	0.237288136
middle	fs_indel_expressed	0.24
last	fs_indel_expressed	0.476923077
middle	fs_indel_expressed	0.243589744
middle	fs_indel_expressed	0.080422421
last	fs_indel_expressed	0.228571429
middle	fs_indel_expressed	0.272727273
middle	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.178021978
middle	fs_indel_expressed	0.133971292
middle	fs_indel_expressed	0.179487179
last	fs_indel_expressed	0.31147541
middle	fs_indel_expressed	0.230769231
penultimate_within_50bp	fs_indel_expressed	0.408163265
middle	fs_indel_expressed	0.189189189
middle	fs_indel_expressed	0.211382114
middle	fs_indel_expressed	0.457142857
middle	fs_indel_expressed	0.279411765
penultimate_within_50bp	fs_indel_expressed	0.182320442
penultimate_within_50bp	fs_indel_expressed	0.217877095
middle	fs_indel_expressed	0.35
middle	fs_indel_expressed	0.07
middle	fs_indel_expressed	0.098591549
penultimate_within_50bp	fs_indel_expressed	0.534883721
middle	fs_indel_expressed	0.071428571
middle	fs_indel_expressed	0.215613383
last	fs_indel_expressed	0.705069124
middle	fs_indel_expressed	0.132075472
middle	fs_indel_expressed	0.058974359
last	fs_indel_expressed	0.149321267
last	fs_indel_expressed	0.444444444
last	fs_indel_expressed	0.398601399
penultimate_50bp_plus	fs_indel_expressed	0.1875
first	fs_indel_expressed	0.333333333
penultimate_within_50bp	fs_indel_expressed	0.280373832
last	fs_indel_expressed	0.45
penultimate_within_50bp	fs_indel_expressed	0.095744681
middle	fs_indel_expressed	0.164948454
last	fs_indel_expressed	0.321199143
middle	fs_indel_expressed	0.127659574
last	fs_indel_expressed	0.351351351
middle	fs_indel_expressed	0.348837209
middle	fs_indel_expressed	0.27027027
middle	fs_indel_expressed	0.441860465
middle	fs_indel_expressed	0.12244898
middle	fs_indel_expressed	0.514285714
last	fs_indel_expressed	0.302158273
middle	fs_indel_expressed	0.763157895
middle	fs_indel_expressed	0.179012346
middle	fs_indel_expressed	0.092198582
middle	fs_indel_expressed	0.086206897
middle	fs_indel_expressed	0.189125296
last	fs_indel_expressed	0.25
middle	fs_indel_expressed	0.254658385
middle	fs_indel_expressed	0.272727273
middle	fs_indel_expressed	0.184834123
middle	fs_indel_expressed	0.065420561
middle	fs_indel_expressed	0.346153846
middle	fs_indel_expressed	0.213333333
middle	fs_indel_expressed	0.25
middle	fs_indel_expressed	0.285714286
middle	fs_indel_expressed	0.057471264
last	fs_indel_expressed	0.25388601
middle	fs_indel_expressed	0.377777778
middle	fs_indel_expressed	0.227272727
penultimate_within_50bp	fs_indel_expressed	0.317460317
middle	fs_indel_expressed	0.092198582
penultimate_within_50bp	fs_indel_expressed	0.3
first	fs_indel_expressed	0.333333333
middle	fs_indel_expressed	0.155405405
middle	fs_indel_expressed	0.058823529
middle	fs_indel_expressed	0.076923077
middle	fs_indel_expressed	0.441558442
middle	fs_indel_expressed	0.217391304
middle	fs_indel_expressed	0.331818182
last	fs_indel_expressed	0.327272727
penultimate_within_50bp	fs_indel_expressed	0.086956522
last	fs_indel_expressed	0.283464567
middle	fs_indel_expressed	0.416666667
middle	fs_indel_expressed	0.137254902
middle	fs_indel_expressed	0.168831169
middle	fs_indel_expressed	0.212121212
middle	fs_indel_expressed	0.106382979
penultimate_50bp_plus	fs_indel_expressed	0.168
last	fs_indel_expressed	0.472222222
middle	fs_indel_expressed	0.345679012
last	fs_indel_expressed	0.336538462
last	fs_indel_expressed	0.283105023
middle	fs_indel_expressed	0.222222222
last	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.058823529
middle	fs_indel_expressed	0.25
last	fs_indel_expressed	0.31314433
middle	fs_indel_expressed	0.146341463
middle	fs_indel_expressed	0.318181818
middle	fs_indel_expressed	0.127272727
last	fs_indel_expressed	0.736842105
last	fs_indel_expressed	0.305555556
penultimate_within_50bp	fs_indel_expressed	0.220588235
middle	fs_indel_expressed	0.12244898
middle	fs_indel_expressed	0.102040816
penultimate_50bp_plus	fs_indel_expressed	0.064516129
middle	fs_indel_expressed	0.081632653
last	fs_indel_expressed	0.188405797
last	fs_indel_expressed	0.351851852
middle	fs_indel_expressed	0.725
middle	fs_indel_expressed	0.049180328
middle	fs_indel_expressed	0.194915254
penultimate_50bp_plus	fs_indel_expressed	0.459854015
middle	fs_indel_expressed	0.191082803
first	fs_indel_expressed	0.35483871
middle	fs_indel_expressed	0.154362416
middle	fs_indel_expressed	0.192090395
middle	fs_indel_expressed	0.114503817
middle	fs_indel_expressed	0.276315789
middle	fs_indel_expressed	0.528089888
last	fs_indel_expressed	0.304878049
middle	fs_indel_expressed	0.328125
middle	fs_indel_expressed	0.322580645
middle	fs_indel_expressed	0.077777778
middle	fs_indel_expressed	0.466666667
middle	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.081841432
penultimate_within_50bp	fs_indel_expressed	0.066176471
middle	fs_indel_expressed	0.11827957
penultimate_within_50bp	fs_indel_expressed	0.146551724
middle	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.260869565
middle	fs_indel_expressed	0.434782609
last	fs_indel_expressed	0.106060606
middle	fs_indel_expressed	0.184210526
middle	fs_indel_expressed	0.384615385
middle	fs_indel_expressed	0.073684211
middle	fs_indel_expressed	0.375
middle	fs_indel_expressed	0.823529412
middle	fs_indel_expressed	0.12
middle	fs_indel_expressed	0.08677686
middle	fs_indel_expressed	0.059701493
last	fs_indel_expressed	0.450980392
last	fs_indel_expressed	0.452380952
last	fs_indel_expressed	0.53125
penultimate_within_50bp	fs_indel_expressed	0.430555556
last	fs_indel_expressed	0.189189189
middle	fs_indel_expressed	0.58
middle	fs_indel_expressed	0.07079646
middle	fs_indel_expressed	0.206349206
middle	fs_indel_expressed	0.088235294
middle	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.470588235
last	fs_indel_expressed	0.37037037
last	fs_indel_expressed	0.17037037
middle	fs_indel_expressed	0.327586207
middle	fs_indel_expressed	0.310546875
last	fs_indel_expressed	0.381679389
middle	fs_indel_expressed	0.207792208
last	fs_indel_expressed	0.358974359
middle	fs_indel_expressed	0.09375
middle	fs_indel_expressed	0.146341463
middle	fs_indel_expressed	0.118881119
middle	fs_indel_expressed	0.242424242
middle	fs_indel_expressed	0.168831169
last	fs_indel_expressed	0.412698413
last	fs_indel_expressed	0.25
middle	fs_indel_expressed	0.12345679
middle	fs_indel_expressed	0.15942029
middle	fs_indel_expressed	0.130769231
middle	fs_indel_expressed	0.177858439
middle	fs_indel_expressed	0.106918239
middle	fs_indel_expressed	0.434782609
middle	fs_indel_expressed	0.222222222
middle	fs_indel_expressed	0.318181818
last	fs_indel_expressed	0.260869565
middle	fs_indel_expressed	0.112149533
middle	fs_indel_expressed	0.15942029
middle	fs_indel_expressed	0.145985401
penultimate_within_50bp	fs_indel_expressed	0.33559322
middle	fs_indel_expressed	0.171717172
last	fs_indel_expressed	0.539473684
last	fs_indel_expressed	0.269230769
last	fs_indel_expressed	0.28
middle	fs_indel_expressed	0.333333333
middle	fs_indel_expressed	0.333333333
last	fs_indel_expressed	0.52
middle	fs_indel_expressed	0.166666667
middle	fs_indel_expressed	0.3
last	fs_indel_expressed	0.365853659
last	fs_indel_expressed	0.44386423
middle	fs_indel_expressed	0.12962963
middle	fs_indel_expressed	0.955555556
middle	fs_indel_expressed	0.375
middle	fs_indel_expressed	0.103448276
last	fs_indel_expressed	0.411111111
middle	fs_indel_expressed	0.202702703
penultimate_within_50bp	fs_indel_expressed	0.153846154
middle	fs_indel_expressed	0.233333333
last	fs_indel_expressed	0.222222222
middle	fs_indel_expressed	0.246753247
last	fs_indel_expressed	0.28021978
middle	fs_indel_expressed	0.545454545
last	fs_indel_expressed	0.423076923
last	fs_indel_expressed	0.280701754
last	fs_indel_expressed	0.407407407
last	fs_indel_expressed	0.205128205
last	fs_indel_expressed	0.344
middle	fs_indel_expressed	0.290322581
middle	fs_indel_expressed	0.183673469
middle	fs_indel_expressed	0.8
middle	fs_indel_expressed	0.129807692
middle	fs_indel_expressed	0.394736842
first	fs_indel_expressed	0.282608696
penultimate_within_50bp	fs_indel_expressed	0.333333333
penultimate_50bp_plus	fs_indel_expressed	0.222222222
middle	fs_indel_expressed	0.34
middle	fs_indel_expressed	0.126984127
middle	fs_indel_expressed	0.4
middle	fs_indel_expressed	0.25
middle	fs_indel_expressed	0.6
middle	fs_indel_expressed	0.282608696
middle	fs_indel_expressed	0.24
middle	fs_indel_expressed	0.230769231
middle	fs_indel_expressed	0.256756757
penultimate_within_50bp	fs_indel_expressed	0.364485981
penultimate_within_50bp	fs_indel_expressed	0.162162162
middle	fs_indel_expressed	0.068965517
middle	fs_indel_expressed	0.166666667
penultimate_50bp_plus	fs_indel_expressed	0.219298246
last	fs_indel_expressed	0.179487179
middle	fs_indel_expressed	0.072164948
middle	fs_indel_expressed	0.5
penultimate_within_50bp	fs_indel_expressed	0.071428571
middle	fs_indel_expressed	0.125
middle	fs_indel_expressed	0.304878049
middle	fs_indel_expressed	0.057591623
last	fs_indel_expressed	0.382352941
last	fs_indel_expressed	0.323232323
penultimate_50bp_plus	fs_indel_expressed	0.222222222
middle	fs_indel_expressed	0.525252525
middle	fs_indel_expressed	0.384615385
last	fs_indel_expressed	0.287769784
last	fs_indel_expressed	0.428571429
middle	fs_indel_expressed	0.164383562
middle	fs_indel_expressed	0.090909091
penultimate_50bp_plus	fs_indel_expressed	0.119791667
last	fs_indel_expressed	0.074441687
last	fs_indel_expressed	0.425531915
last	fs_indel_expressed	0.571428571
last	fs_indel_expressed	0.470588235
middle	fs_indel_expressed	0.082308814
middle	fs_indel_expressed	0.17232376
last	fs_indel_expressed	0.305084746
middle	fs_indel_expressed	0.206896552
last	fs_indel_expressed	0.394736842
middle	fs_indel_expressed	0.214285714
penultimate_within_50bp	fs_indel_expressed	0.707808738
middle	fs_indel_expressed	0.134146341
middle	fs_indel_expressed	0.0703125
middle	fs_indel_expressed	0.412844037
middle	fs_indel_expressed	0.171428571
middle	fs_indel_expressed	0.217391304
middle	fs_indel_expressed	0.308219178
middle	fs_indel_expressed	0.20754717
last	fs_indel_expressed	0.454545455
middle	fs_indel_expressed	0.227272727
penultimate_within_50bp	fs_indel_expressed	0.464285714
penultimate_50bp_plus	fs_indel_expressed	0.332395299
middle	fs_indel_expressed	0.090909091
middle	fs_indel_expressed	0.168674699
last	fs_indel_expressed	0.444089457
last	fs_indel_expressed	0.961538462
middle	fs_indel_expressed	0.16
middle	fs_indel_expressed	0.298013245
middle	fs_indel_expressed	0.617408907
last	fs_indel_expressed	0.337016575
last	fs_indel_expressed	0.266666667
penultimate_within_50bp	fs_indel_expressed	0.317460317
penultimate_50bp_plus	fs_indel_expressed	0.283018868
last	fs_indel_expressed	0.162729659
middle	fs_indel_expressed	0.294117647
middle	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.394736842
middle	fs_indel_expressed	0.227272727
middle	fs_indel_expressed	0.833333333
penultimate_within_50bp	fs_indel_expressed	0.385869565
last	fs_indel_expressed	0.483870968
last	fs_indel_expressed	0.25
last	fs_indel_expressed	0.272727273
middle	fs_indel_expressed	0.4375
last	fs_indel_expressed	0.400809717
middle	fs_indel_expressed	0.25
last	fs_indel_expressed	0.160714286
middle	fs_indel_expressed	0.111111111
middle	fs_indel_expressed	0.150943396
middle	fs_indel_expressed	0.365384615
middle	fs_indel_expressed	0.202797203
last	fs_indel_expressed	0.816666667
middle	fs_indel_expressed	0.166666667
last	fs_indel_expressed	0.305882353
middle	fs_indel_expressed	0.414285714
penultimate_within_50bp	fs_indel_expressed	0.354330709
penultimate_50bp_plus	fs_indel_expressed	0.3
middle	fs_indel_expressed	0.103448276
middle	fs_indel_expressed	0.057040998
